id|Text|Scene|Tag
VOICE_6866|Let's discuss the 销售 strategy during our team call.|工作|EN
VOICE_6867|我觉得我们的 weekly meeting 实在是太长，应该让它更效率些.|工作|ZH
VOICE_6868|Walking for 30 minutes a day can improve your 心脏健康.|健康|EN
VOICE_6869|我和 coworker 一起度过了一个很棒的 lunch break。|工作|ZH
VOICE_6870|我一直在关注 health tips，以便更好地照顾自己的身体。|健康|ZH
VOICE_6871|我在 birthday party 上一般都会做一个 homemade cake。|美食|ZH
VOICE_6872|减压 techniques can improve both mental and physical health.|健康|EN
VOICE_6873| water pollution 是导致该湖泊生态不稳定的主要原因。|环保|ZH
VOICE_6874|I’m taking dance classes at the 体育馆 next to our apartment.|健康|EN
VOICE_6875|我们的 neighbourhood 开始种植 more greens，我觉得这是一个好的趋势。|环保|ZH
VOICE_6876|我尽量避免 buy things 多余的东西为节约资源做出贡献。|环保|ZH
VOICE_6877|为了提交 deadline，我连续加班了几天。|工作|ZH
VOICE_6878|我常通过跳rope skipping来提高心肺功能。|健康|ZH
VOICE_6879|Let’s try some local pastry at the bakery while exploring the 市场.|旅行|EN
VOICE_6880|How often should I feed my 藏獒?|宠物|EN
VOICE_6881|我们需要制定一个详细的 travel plan 以便顺利出行。|旅行|ZH
VOICE_6882|我在 eBay 上购买了一款 Vintage Alarm Clock 为我的卧室。|家居|ZH
VOICE_6883|我一直向往去 Asia 的 countryside 进行 deep travel。|旅行|ZH
VOICE_6884|我在 PetSmart买的cat scratcher真心不错，小猫都爱得不得了。|宠物|ZH
VOICE_6885|Which 宠物 shampoo should I use for my dog?|宠物|EN
VOICE_6886|I enjoy taking photos of breathtaking 风景 when hiking.|旅行|EN
VOICE_6887|I am looking forward to our visit to 马丘比丘 the lost city of Incas.|教育|EN
VOICE_6888|我希望你可以用 camera 同我分享你旅行的美景。|旅行|ZH
VOICE_6889|Our 学院 is introducing new courses in AI and Machine Learning.|教育|EN
VOICE_6890|Young children learn quickly through 游戏和实践.|教育|EN
VOICE_6891|我大婶做的麻辣烫配上seafood sauce, 就是一个美味。|美食|ZH
VOICE_6892|学校应鼓励学生们参加环保 project。|环保|ZH
VOICE_6893|我在社区的 lost and found 栏下找到了失散的狗狗。|宠物|ZH
VOICE_6894|我们的化学老师教了 energy conservation 这个概念，真是让人大开眼界。|教育|ZH
VOICE_6895| Thailand 的美食和 beaches 真的让我忍不住要去再次探索。|旅行|ZH
VOICE_6896| rice cooker 是我最常用的 kitchen tool。|美食|ZH
VOICE_6897|这种 U-shaped sofa 看上去很吸引人，但我家实在是放不下。|家居|ZH
VOICE_6898|She just finished reading a 战争与和平, said it was pretty heavy.|教育|EN
VOICE_6899|My wife is very good at making 素食 dishes.|美食|EN
VOICE_6900|I've just completed my final report for古代历史.|教育|EN
VOICE_6901|The Terra-Cotta Army or 兵马俑 in Xi'an is a historical gold mine.|教育|EN
VOICE_6902|The 华为手机 has some pretty amazing features, you should check it out.|工作|EN
VOICE_6903|I need to print my 履历表 for the meeting tomorrow.|工作|EN
VOICE_6904|我们可以一起去参加一个 comedy club，享受笑声。|娱乐|ZH
VOICE_6905|我决定装饰我的后院与 Tom and Jerry 的主题。|家居|ZH
VOICE_6906|我训练 myself ，在心烦不安和压力来临时采取深呼吸。|健康|ZH
VOICE_6907|Any recommendation for a 狗狗美容 salon?|宠物|EN
VOICE_6908|我们应该定期进行 market analysis 来评估竞争对手。|工作|ZH
VOICE_6909|我最近喜欢上了一款新的训练方式，叫做Pilates。|健康|ZH
VOICE_6910|我正在学习 Photoshop，打算独立设计我的网页。|教育|ZH
VOICE_6911|你知道哪家 store 有 good sales 吗？|生活|ZH
VOICE_6912|历史课上讲了Cold War，冷战时期的历史真的耐人寻味。|教育|ZH
VOICE_6913|I love visiting local 农贸市场 for fresh products.|生活|EN
VOICE_6914|I tried some 皮蛋瘦肉粥 this morning. It was very soothing.|美食|EN
VOICE_6915|Have you ever experienced a cultural shock while traveling?|旅行|EN
VOICE_6916|我在LinkedIn上更新了我的profile,希望能吸引到更多的职业机会.|工作|ZH
VOICE_6917|我希望能去参加一个 art exhibition 体验文化魅力。|娱乐|ZH
VOICE_6918| Brazil 的 Carnival 是我最想参与的 event 。|旅行|ZH
VOICE_6919|Let's go for a picnic in 公园 this weekend.|家居|EN
VOICE_6920|我正在给我家的 Basset Hound 寻找一个新的home。 |宠物|ZH
VOICE_6921|Recently我在听 jazz 音乐 放松心情。|娱乐|ZH
VOICE_6922|The 球拍 should be stored properly when not in use.|家居|EN
VOICE_6923|我个人更喜欢以下课程格式的 hybrid learning。|教育|ZH
VOICE_6924|The 老北京炸酱面 at that restaurant, were topped with plenty of meat.|美食|EN
VOICE_6925|Let’s organize a potluck dinner with our favorite 食物.|娱乐|EN
VOICE_6926|The 芹菜包子 from the breakfast place is the best morning treat.|美食|EN
VOICE_6927|Recently我在学习新的 workout routines.|生活|ZH
VOICE_6928|我们可以一起看看 local festivals 的日程安排.|生活|ZH
VOICE_6929|你觉得学生的 feedback 对课程设计和改进重要吗？|教育|ZH
VOICE_6930|上周末，我们在 riverbank 进行了一次垃圾清理活动。|环保|ZH
VOICE_6931|I have been using Duolingo to learn 新语言 and it's very helpful.|教育|EN
VOICE_6932|What’s your favorite 旅行 destination for relaxation?|旅行|EN
VOICE_6933|我不理解为何一些人选择忽视 climate change ?|环保|ZH
VOICE_6934|Let’s去参加一个 art fair，看看有什么.|生活|ZH
VOICE_6935|I have cut processed foods from my diet, it’s amazing how 不饿 I feel now.|美食|EN
VOICE_6936|I enjoy taking pictures of beautiful 风景 while traveling.|生活|EN
VOICE_6937|我需要调整我的 work plan，以确保我能准时完成任务.|工作|ZH
VOICE_6938|Choosing the right 灯丝 for our vintage bulb is tricky.|家居|EN
VOICE_6939|Let's get 太阳饼 for breakfast tomorrow.|美食|EN
VOICE_6940|Does my pet bird need a 卷线器 for his cage?|宠物|EN
VOICE_6941|你觉得 lightweight blankets 是适合春季使用的吗？|家居|ZH
VOICE_6942|Packing 包子 for our hike will keep us energized throughout.|美食|EN
VOICE_6943|我的最爱的 trip 是去意大利的旅行，特别是罗马和威尼斯。|旅行|ZH
VOICE_6944|我希望能去 concert 看我最喜欢的乐队演出。|娱乐|ZH
VOICE_6945|My dog will only eat its 宠物饭 with gravy, why is that?|宠物|EN
VOICE_6946|Homeschooling can provide 贴心教育, but it’s not for everyone.|教育|EN
VOICE_6947|我希望有更多的人认识到 plastic pollution 的影响并采取行动。|环保|ZH
VOICE_6948|我的 cat 最喜欢的 hiding spot 就是他的纸箱子。|宠物|ZH
VOICE_6949|最近我迷上了这个流行的 pop song，旋律很好听！|娱乐|ZH
VOICE_6950|If you have heart problems, swimming is your best 友人.|健康|EN
VOICE_6951|明天我需要提前来办公室，因为有一个 8am 的 conference call.|工作|ZH
VOICE_6952|What's the easiest way to cut a 宠物狗's nails?|宠物|EN
VOICE_6953|Adding some 鲜花 can brighten up any room.|家居|EN
VOICE_6954|我决定换掉现有的插座，改用 Smart plug。|家居|ZH
VOICE_6955|我家的宠物 rabbit 喜欢吃 hay，而且非常健康。|宠物|ZH
VOICE_6956|这个small Sphynx cat是我家的new family，我会好好照顾它。|宠物|ZH
VOICE_6957|我正在准备明天的 business meeting，希望一切顺利。|工作|ZH
VOICE_6958|Climate change affects us all, but we can all do our part to fight it. 每个人的环保行动都是重要的 and every bit helps.|环保|EN
VOICE_6959|最近我对 vintage clothing 特别感兴趣.|生活|ZH
VOICE_6960|I enjoy reading about the latest celebrity gossip online.|娱乐|EN
VOICE_6961|We must take responsibility for our actions. Our planet is not a 垃圾场 .|环保|EN
VOICE_6962|The 甲鱼汤 at that place is the perfect cure for a cold night.|美食|EN
VOICE_6963|我们可以在这个 famous landmark 拍照留念。|旅行|ZH
VOICE_6964|我希望能在这个 beautiful island 享受阳光沙滩。|旅行|ZH
VOICE_6965|How often do you need to trim 狗爪子?|宠物|EN
VOICE_6966|Let’s一起去参加一个 community workshop.|生活|ZH
VOICE_6967|No more 可乐 for me, too much sugar in it.|健康|EN
VOICE_6968|Yesterday, 我尝试了一款新的 sushi roll, 真的很美味。|美食|ZH
VOICE_6969|为了更好地管理project budget,我正在学习一些关于财务管理的知识.|工作|ZH
VOICE_6970|Encourage your local communities to organize 清洁行动 to protect the environment.|环保|EN
VOICE_6971|这家pastry shop的croissant很好吃，而且coffee也不错。|美食|ZH
VOICE_6972|I’ve been trying to watch more indie 电影 for variety.|娱乐|EN
VOICE_6973|请在使用 paper 和塑料产品时务必考虑到其对环境的影响。|环保|ZH
VOICE_6974|The 阳光房 is my favorite place to read a good book.|家居|EN
VOICE_6975|Can you you help me 修复 this computer issue before the meeting?|环保|EN
VOICE_6976|你觉得周末去参加 art class 如何？|生活|ZH
VOICE_6977|我在Hamster Tracker上记录了我家仓鼠的活动。|宠物|ZH
VOICE_6978|I’ve been experimenting with different baking recipes lately.|生活|EN
VOICE_6979|保护 earth resources 是每个人的责任。|环保|ZH
VOICE_6980|我家的pug狗狗看起来总是皱眉，像是个cute monster。|宠物|ZH
VOICE_6981|我们需要提高 awareness about renewable energy。|环保|ZH
VOICE_6982|I love going to comedy clubs to see live performances.|娱乐|EN
VOICE_6983|我希望能去看一场 exciting concert，享受音乐的热情。|娱乐|ZH
VOICE_6984|在我的 business 中，我尽量使用 green printing 避免浪费纸张和墨水。|环保|ZH
VOICE_6985|Recently我在学习如何制作短视频 感觉很有趣。|娱乐|ZH
VOICE_6986|How can we improve the 教学质量 in our schools?|教育|EN
VOICE_6987|I hope能参加一个 comedy night 笑声不断。|娱乐|ZH
VOICE_6988|你有没有学到什么 useful travel tips？|生活|ZH
VOICE_6989|Where is the 打印机 in our office?|工作|EN
VOICE_6990|The 葱油饼 at that night market stall seriously exceeded my expectations.|美食|EN
VOICE_6991|冬季我们可以去 Alps skiing。|旅行|ZH
VOICE_6992|我今天买了一包 dog treats，准备用来奖励我的狗狗。|宠物|ZH
VOICE_6993|我在 SeaWorld San Diego 见到了可爱的海豚。|旅行|ZH
VOICE_6994|我正在为了我的 IELTS test 做准备。|教育|ZH
VOICE_6995|The 福东海 seafood market in Fuzhou is quite famous.|美食|EN
VOICE_6996|I just got a hedgehog for a pet. He's a 小甜心.|宠物|EN
VOICE_6997|我打算买一个 hamster wheel 给我家的小仓鼠。|宠物|ZH
VOICE_6998|We should consider feedback from 学生 when designing new courses.|教育|EN
VOICE_6999|I am applying to several MBA 项目.|教育|EN
VOICE_7000|Let's decorate the 最佳家居 for Christmas.|家居|EN
VOICE_7001|我正在考虑购买景观类型的 HD TV 使得客厅环境变得如同沙滩般放松。|家居|ZH
VOICE_7002|Your 狗儿子 is so well-behaved, how did you train him?|宠物|EN
VOICE_7003|我希望我的 Backyard 有个 Swimming pool，适合朋友聚会。|家居|ZH
VOICE_7004|我正在寻找一款 electric fireplace 安装在我家的客厅，你有什么建议吗？|家居|ZH
VOICE_7005|今晚有个新的 episode 上线 我已经迫不及待了！|娱乐|ZH
VOICE_7006|Our grocery store just started charging for 塑料袋, I think it's a good move.|环保|EN
VOICE_7007|I've been dying to try the famous 面线糊 in Taiwan.|美食|EN
VOICE_7008|Can you help me find some resources for the 教学 materials?|教育|EN
VOICE_7009|The 禁烟区 sign needs to be more visible.|家居|EN
VOICE_7010|I’ve been trying to eat healthier by adding more 水果 to my diet.|生活|EN
VOICE_7011|I have High blood pressure, but I try to control it through diet and exercise.|健康|ZH
VOICE_7012|偏远地区可能没有自来水供应，我们需要 carry extra water。|旅行|ZH
VOICE_7013|我希望能加入一个 book club.|生活|ZH
VOICE_7014|Let's go 逛夜市 this weekend!|家居|EN
VOICE_7015|I’m looking for适合 kids 的 educational games.|生活|ZH
VOICE_7016|We're thinking of installing 太阳能 systems in our home. Thoughts?|环保|EN
VOICE_7017|Where can I buy 蜥蜴 food in bulk?|宠物|EN
VOICE_7018|Let’s try that new 甜品 shop for some delicious treats.|生活|EN
VOICE_7019|How about having a game night with homemade 小吃?|生活|EN
VOICE_7020|The 烤鸡 is my favourite dish in this restaurant.|美食|EN
VOICE_7021|我们的 client 对我们的 service 还是挺满意的。|工作|ZH
VOICE_7022|是的，你在 The Great Wall 留下了你的足迹。|旅行|ZH
VOICE_7023|I have been using 玻璃瓶 instead of plastic bottles for a month now, and I feel great about it.|环保|EN
VOICE_7024|Recycling is an easy way to reduce 垃圾 and save resources.|环保|EN
VOICE_7025|今天课上老师讲了一个关于 dinosaurs 的演讲，感觉非常有趣。|教育|ZH
VOICE_7026|I enjoy visiting local 博物馆 to explore art and history.|娱乐|EN
VOICE_7027|We can一起去看一个 stand-up comedy 表演放松心情。|娱乐|ZH
VOICE_7028|The 香港支部 is performing well this year.|工作|EN
VOICE_7029|We need to act now! Our planet is getting 热 .|环保|EN
VOICE_7030|I think a more practical approach to teaching 数学 would benefit students.|教育|EN
VOICE_7031|Have you ever attended a music festival while traveling?|旅行|EN
VOICE_7032|I must recommend the 包子 at this restaurant, they're truly scrumptious.|美食|EN
VOICE_7033|最近我在听一些经典的 rock 曲目，激发了我的激情。|娱乐|ZH
VOICE_7034|维持良好Posture，能避免很多腰背疼痛的问题发生。|健康|ZH
VOICE_7035|Oh, I heard the 茶馆 in the city center has new flavors.|美食|EN
VOICE_7036|The 教育 market sure is competitive these days.|教育|EN
VOICE_7037|I’ve been watching a lot of cooking shows for new ideas.|娱乐|EN
VOICE_7038|Students must be exposed to different cultures to understand 文化多样性.|教育|EN
VOICE_7039|I'm thinking about getting a 训练鸟 for my daughter.|宠物|EN
VOICE_7040|I have started using green cleaning products at home. It’s not only better for the environment but also for your health too. I say, 给绿色清洁产品一个机会.|环保|EN
VOICE_7041|在化学课上我们正在学习chemical compounds，这对我来说挺困难的。|教育|ZH
VOICE_7042|我正在考虑在公共区域安装 Home security system。|家居|ZH
VOICE_7043|我准备在厨房里添加一些 succulents 以增加亮点。|家居|ZH
VOICE_7044|I have started taking 能力 classes to improve my public speaking.|教育|EN
VOICE_7045|我们可以一起去参加一个 podcast recording，了解制作过程。|娱乐|ZH
VOICE_7046|The 午餐肉米饭 in Hawaii is delicious.|美食|EN
VOICE_7047|我最近在寻找新的 job opportunities。|工作|ZH
VOICE_7048|This peppery 丸子汤 is the perfect appetizer.|美食|EN
VOICE_7049|We can use this 咖啡色 rug in our living room.|家居|EN
VOICE_7050|I bought 围巾 for winter from Macy's, it's very warm.|家居|EN
VOICE_7051|我去 visit Stockholm 的时候，我爱上了那里的 museums。|旅行|ZH
VOICE_7052|My therapist recommended 美容按摩 for stress release.|健康|EN
VOICE_7053|我们去看看 city’s food market 吧.|生活|ZH
VOICE_7054|The 家庭影院 in our house is my favorite spot.|家居|EN
VOICE_7055|My friends and I have a book club for 手册 series.|教育|EN
VOICE_7056|What's a good 宠物名字 for a male german shepherd?|宠物|EN
VOICE_7057|I recommend the 龙眼花红茶, it's very refreshing.|美食|EN
VOICE_7058|Look at the 油画 I bought last week.|家居|EN
VOICE_7059|Did you see that new series on streaming platforms?|娱乐|EN
VOICE_7060|What do you think这个 show 的导演表现怎么样？|娱乐|ZH
VOICE_7061|周末我准备去 local market 探个究竟。|旅行|ZH
VOICE_7062|I've found a great 英语培训学校 for our son.|教育|EN
VOICE_7063|最近我在看关于 Alaska 的 travel guide，打算去那里看极光。|旅行|ZH
VOICE_7064|我正在准备一个关于 current events 的演讲。|教育|ZH
VOICE_7065|I need to buy a new 柔软的 mattress, this one is too hard.|家居|EN
VOICE_7066|The 经理 wanted to discuss this important issue with us.|工作|EN
VOICE_7067|I enjoy playing video games with friends during the weekends.|生活|EN
VOICE_7068|I'm having trouble finding a vet who specializes in 高雅的猫 in my area.|宠物|EN
VOICE_7069|Just discovered a great podcast that I’m addicted to.|生活|EN
VOICE_7070|We stocked the 醋罐儿 to full capacity.|家居|EN
VOICE_7071|我正在看一本关于 corporate finance 的书籍，准备找金融方向的工作。|教育|ZH
VOICE_7072|Who knows where the nearest 宠物美容店 is?|宠物|EN
VOICE_7073|How about going to a magic show this weekend?|娱乐|EN
VOICE_7074|How about I show you how to make 红烧肉 for lunch?|美食|EN
VOICE_7075|我们可以通过收购和使用 second-hand items 来减少垃圾处理的负面影响。|环保|ZH
VOICE_7076|For 椅子, do you prefer leather or fabric?|家居|EN
VOICE_7077|Involving parents in the 学习过程 helps students perform better.|教育|EN
VOICE_7078|我在 Loft 上安装了一张 King size 的床。|家居|ZH
VOICE_7079|我一直想为我的 Cat 买一些玩具，你有什么建议吗？|宠物|ZH
VOICE_7080|我们打算在 Victoria Falls 度过我们的蜜月。|旅行|ZH
VOICE_7081|我喜欢在卫生间使用 Light mirror 来增加光线。|家居|ZH
VOICE_7082|I love how the new 家具 fits perfectly in my living room.|生活|EN
VOICE_7083|作为提醒，我们需要定期去医院进行Health check-up。|健康|ZH
VOICE_7084|Entrepreneurship 要求我在生活的各个方面都需要保持高度的执行力。|工作|ZH
VOICE_7085|吃罗勒味的 pesto pasta, 是我一个人的时候最喜欢的一道菜。|美食|ZH
VOICE_7086|我一直都觉得我们应该使用 reusable bag 来购物。|环保|ZH
VOICE_7087|节能 appliances 可以帮助节约电力，并减少碳排放。|环保|ZH
VOICE_7088|我会在我家的 backyard 开始我的 compost pile 尝试。|环保|ZH
VOICE_7089|We can一起去参加一个 game night 玩得开心！|娱乐|ZH
VOICE_7090|我正在准备写一个关于 biodiversity conservation 的论文。|教育|ZH
VOICE_7091|I'm thinking of going for a 美食 tour in the city.|美食|EN
VOICE_7092|这网红店的bubble tea 真的超级好喝，你必须要尝试一下。|美食|ZH
VOICE_7093|Can we ask the 审计部门 to audit our project?|工作|EN
VOICE_7094|Recently我在看一个很有趣的 historical documentary 学习新知识。|娱乐|ZH
VOICE_7095|你对去参加 local concert 有兴趣吗？|生活|ZH
VOICE_7096|Do you think training a 柯基 is difficult?|宠物|EN
VOICE_7097|这个周末我想去 hiking.|生活|ZH
VOICE_7098|Maybe we should consider a 实木 furniture for our new living room.|家居|EN
VOICE_7099|红烧肉 is my comfort food. I just love its juicy and caramelized meat.|美食|EN
VOICE_7100|我对使用原木的 furniture 有些疑虑，它们是否容易受潮？|家居|ZH
VOICE_7101|我喜欢边看 food network，边在厨房新创菜肴。|美食|ZH
VOICE_7102|Do you like the 装饰 in my living room?|家居|EN
VOICE_7103|How often do I need to clean my 兔子's hutch?|宠物|EN
VOICE_7104|I've never tasted 毛血旺 like this before, it's simply delicious.|美食|EN
VOICE_7105|我在 Nitori 购买了一个新的，专为客厅制作的，定制 Area rug。|家居|ZH
VOICE_7106|我们可以一起去参加一个 music workshop，学习新技巧。|娱乐|ZH
VOICE_7107|我会定期进行blood pressure check，以确保我的健康。|健康|ZH
VOICE_7108|The 电磁炉 makes cooking a lot easier.|家居|EN
VOICE_7109|Traditional 私塾 teaching methods have become outdated.|教育|EN
VOICE_7110| school 教育在激发儿童对环保的热爱上具有极其重要的作用。|环保|ZH
VOICE_7111|明年公司在节日期间将不会制造 any decorations 为了环保。|环保|ZH
VOICE_7112|I bought a pair of 新百伦 shoes. They are very comfortable.|家居|EN
VOICE_7113|你可以参加我们的 Online Study Group，我们每周都会讨论一章。|教育|ZH
VOICE_7114|今晚我打算在家看一部经典的 horror movie，感受恐怖。|娱乐|ZH
VOICE_7115|The 餐厅's aesthetic is chic and modern.|家居|EN
VOICE_7116|在我们的 neighborhood，有些人把店面改造成了 Pet cafe，你会去吗?|宠物|ZH
VOICE_7117|My dog won't stop barking. Should I try 电子项圈?|宠物|EN
VOICE_7118|我爱在 hot summer days 享受一杯冷饮。|美食|ZH
VOICE_7119|I joined a 新的活动 that helps underprivileged children with their studies.|教育|EN
VOICE_7120|My 哈士奇 has been acting out recently. Any advice?|宠物|EN
VOICE_7121|Solar panels can provide us with 足晶 solar energy and reduce fossil fuel consumption.|环保|EN
VOICE_7122|我们需要定期进行团队建设活动来增强凝聚力。|工作|ZH
VOICE_7123|你最近有没有看什么 interesting TED talks?|生活|ZH
VOICE_7124|How often do you bathe your 金毛?|宠物|EN
VOICE_7125|我们的 music class 老师介绍了很多 classic jazz 曲目。|教育|ZH
VOICE_7126|明天有一个关于新员工 training 的会议，作为部门主管我需要出席.|工作|ZH
VOICE_7127|Did you see the latest blockbuster at the 电影院?|娱乐|EN
VOICE_7128|I am joining the 21 day 挑战跑for weight loss.|健康|EN
VOICE_7129|我最近在考虑购买一套 stainless steel 的厨具。|家居|ZH
VOICE_7130|We should organize a workshop for 教师 training.|教育|EN
VOICE_7131|我在 Beijing 的记忆永远不会是一样的，始终有新的发现等待我。|旅行|ZH
VOICE_7132|咖啡（Coffee）被认为是抗氧化的！真令人惊讶！|健康|ZH
VOICE_7133|I enjoy participating in community events to meet new people.|娱乐|EN
VOICE_7134|我要给我的猫咪买一个新的 cat bed，希望她会喜欢。|宠物|ZH
VOICE_7135|我们社区推行种植 organic garden，我很支持这个提议。|环保|ZH
VOICE_7136|I always order 锅包肉 when we go to a Chinese restaurant.|美食|EN
VOICE_7137|坚持做Yoga，可以帮助我缓解压力。|健康|ZH
VOICE_7138|The 大盘鸡 at this place can give any other competitor a run for their money.|美食|EN
VOICE_7139|I need to go 超市 this weekend.|家居|EN
VOICE_7140|Can anyone recommend good 宠物保健 product lines?|宠物|EN
VOICE_7141|我喜欢 mindful eating，它让我更专注于食物的口感和营养。|健康|ZH
VOICE_7142|Cooking at home can control the amount of 油 and salt in your dishes.|健康|EN
VOICE_7143|I’ve been binge-watching a lot of 新剧 lately.|娱乐|EN
VOICE_7144|我刚开始参加一个 boot camp，希望我能坚持下去。|健康|ZH
VOICE_7145|Our 电风扇 is too noisy at night, any tips for silencing it?|家居|EN
VOICE_7146|Avoiding 零食 in the late night can effectively manage your weight.|健康|EN
VOICE_7147|我们可以一起去参加一个 cosplay event 分享喜好。|娱乐|ZH
VOICE_7148|Our 孩子 really enjoys his 国际学校 experience.|教育|EN
VOICE_7149|I found a great 书店 downtown, would you like to check it out?|家居|EN
VOICE_7150|I love the thrill of exploring hidden gems off the beaten path.|旅行|EN
VOICE_7151|对于 upcoming project，我相当有信心可以完成得很好.|工作|ZH
VOICE_7152|Let’s一起去看 baseball game，支持本地球队.|生活|ZH
VOICE_7153|我用了个 Throw blanket 在地上进行一部分隔离。|家居|ZH
VOICE_7154|我决定用 Gap year 的时间去旅游和实习。|教育|ZH
VOICE_7155|我需要完成这份年度 financial report。|工作|ZH
VOICE_7156|What kind of toys does your 宠物狗 like?|宠物|EN
VOICE_7157|下周我要去北京出差，需要准备一份非常 professional 的报告.|工作|ZH
VOICE_7158|I am reading about 中国历史 for my assignment.|教育|EN
VOICE_7159|你觉得这个周末适合去 outdoor activity 吗？|生活|ZH
VOICE_7160|Please share your thoughts on the 新的 marketing campaign.|工作|EN
VOICE_7161|The 电梯 in our apartment broke down again today.|家居|EN
VOICE_7162|How about organizing a movie night with our favorite films?|娱乐|EN
VOICE_7163|你觉得这个网络综艺节目如何？|娱乐|ZH
VOICE_7164|我在英文课上学到了wordplay这个单词，同时也学会了怎么巧妙运用它。|教育|ZH
VOICE_7165|When will my puppy's 牙齿全落?|宠物|EN
VOICE_7166|你觉得这个 topic 有挑战性吗，值得深入探索吗？|教育|ZH
VOICE_7167|我参加 local marathon 为了锻炼自己的耐力和健康。|健康|ZH
VOICE_7168|Have you ever traveled with family and created lasting memories?|旅行|EN
VOICE_7169|我们家的 Corgi 非常喜欢吃鸡肉，这样可以吗?|宠物|ZH
VOICE_7170|最近我在看一个 suspense drama，情节发展让我紧张不已。|娱乐|ZH
VOICE_7171|Should I consider getting a 甲壳虫 for my son?|宠物|EN
VOICE_7172|我经常喝green tea，觉得它可以提供很好的抗氧化功效。|健康|ZH
VOICE_7173|I've recently found a 高效率 study method.|教育|EN
VOICE_7174|坚持每周两次的Swimming，增强了我的肺活量。|健康|ZH
VOICE_7175|Let’s visit the local art galleries to appreciate the creativity.|旅行|EN
VOICE_7176|我正在尝试 grain free diet 提升健康。|美食|ZH
VOICE_7177|I love playing with my 宠物 in the backyard.|生活|EN
VOICE_7178|We should try this new VR arcades, 电玩城 are taking over the town!|工作|EN
VOICE_7179|The 上海分部 is still waiting for the project approval.|工作|EN
VOICE_7180|Can I feed my 小宠物 burgers?|宠物|EN
VOICE_7181|How about going to a local 音乐会 for some live music?|生活|EN
VOICE_7182|我尽量减少 plastic straw 的使用，尽我自己的一份力量保护海洋。|环保|ZH
VOICE_7183|What’s the most interesting thing you’ve seen while traveling?|旅行|EN
VOICE_7184|Let's plan a day trip to the countryside to 放松.|家居|EN
VOICE_7185|I enjoy taking my dog to the 公园 every weekend.|生活|EN
VOICE_7186|My trainer advised me to do 瑜伽 regularly for mental peace.|健康|EN
VOICE_7187|I'm preparing a budget proposal for the 新的 initiative.|工作|EN
VOICE_7188|I'm working on developing a curriculum for the 新的 subject.|教育|EN
VOICE_7189|我在考虑在后院开 garden.|生活|ZH
VOICE_7190|一个 good citizen 会妥善处理家庭垃圾，而不是随便乱扔。|环保|ZH
VOICE_7191|The 花瓶 adds a touch of elegance to the living space.|家居|EN
VOICE_7192|我打算敲开 Taj Mahal 的大门，欣赏它的宏伟和优雅。|旅行|ZH
VOICE_7193|I can't put down the 手抄报 by 韩寒; it's full of insightful commentary.|教育|EN
VOICE_7194|Have you ever tried a new sport while on vacation?|旅行|EN
VOICE_7195|Let’s visit the famous 历史遗址 to learn about the past.|旅行|EN
VOICE_7196|工作中我做的 data visualization 得到了领导的认可。|工作|ZH
VOICE_7197|我计划在布鲁塞尔ULB 学习 international relations，你对这个专业了解吗？|教育|ZH
VOICE_7198|最近我在研究如何通过 mentorship 来支持学生发展。|教育|ZH
VOICE_7199|我的目标是制作 perfect pastry。|美食|ZH
VOICE_7200|我通过Yoga and Meditation来让自己在压力下保持平静。|健康|ZH
VOICE_7201|Beer and other 酒精 beverages should be consumed in moderation.|健康|EN
VOICE_7202|The 球形面包 at the bakery on the corner is divine.|美食|EN
VOICE_7203|The 显示器 in my home office is too small, any suggestions for a larger one?|家居|EN
VOICE_7204|我在 Seattle 的 Space Needle 上看到了全城的 night view。|旅行|ZH
VOICE_7205|My new 人体秤 is so smart and functional!|家居|EN
VOICE_7206|我在 Athens 的 Acropolis 迷失了自己，那里的古建筑实在太美了。|旅行|ZH
VOICE_7207|Eating whole grain 面包 is good for heart health.|健康|EN
VOICE_7208|今晚我打算和家人一起看一个 animated film，享受欢乐时光。|娱乐|ZH
VOICE_7209|我想在旅行中收集一些 souvenirs 作为纪念。|旅行|ZH
VOICE_7210|My 边牧 loves to play with 狗狗玩具.|宠物|EN
VOICE_7211|今天是 World Environment Day，让我们一起守护我们的地球。|环保|ZH
VOICE_7212|I'm excited to host a game night with my 朋友.|家居|EN
VOICE_7213|我正在考虑在家庭影院中使用 Smart lights 来更好的观影体验。|家居|ZH
VOICE_7214|If you 熬夜 regularly, it can lead to health issues like weak immunity.|健康|EN
VOICE_7215|I love visiting nearby 农贸市场 for fresh produce.|生活|EN
VOICE_7216|Do you think这个 weekend 去 beach relax 是个好主意吗？|生活|ZH
VOICE_7217|This weekend, we should explore some historical 博物馆.|生活|EN
VOICE_7218|今晚我想在家享受一部经典的 romantic movie。|娱乐|ZH
VOICE_7219|I am planning for a 完全素食 diet to improve my metabolism.|健康|EN
VOICE_7220|I enjoy discussing the latest movies with my friends.|娱乐|EN
VOICE_7221|我们可以一起去参加一个 cooking competition，挑战自己的厨艺。|娱乐|ZH
VOICE_7222|I'm planning to start a blog to share my 经验.|家居|EN
VOICE_7223|Farmers should use organic fertilizers instead of 化肥 to reduce chemical pollutants.|美食|EN
VOICE_7224|我最喜欢的 fruit 是 banana 和 kiwi。|美食|ZH
VOICE_7225|你在做哪个 team 的项目，是关于 deep learning 吗？|工作|ZH
VOICE_7226|我喜欢在下午喝一杯 french press coffee。|美食|ZH
